1609362,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609362,779,29 MAR 2020 11:33PM by PIB Guwahati,NA,এয়াৰ ভাইচ মাৰ্শ্বাল (অৱসৰপ্ৰাপ্ত) চন্দন সিং ৰাঠোড়ৰ দেহাৱসানত প্ৰধানমন্ত্ৰীৰ শোক প্ৰকাশ
1609361,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609361,3699,30 MAR 2020 3:45PM by PIB Thiruvananthpuram,ml,കോവിഡ് 19  : പിപിഇ കിറ്റുകളുടെയും  എൻ95  മാസ്‌ക്കുകളുടെയും വെന്റിലേറ്ററുകളുടെയും ലഭ്യത
1609360,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609360,2698,30 MAR 2020 6:25PM by PIB Delhi,hi,"भारतीय रेलवे ने कोविड-19 से बड़े पैमाने पर लड़ने के राष्‍ट्रीय प्रयासों को चिकित्‍सकीय सहयोग प्रदान करने की तैयारी की
रेल के डिब्‍बों को एकांत कोचों के रूप में बदला जाएगा जो आपात स्थिति के लिए उपलब्‍ध होंगे; आरंभ में 5000 कोचों को बदलने की योजनानिर्धारित चिकित्‍सा विनिर्देशों के अनुसार 6500 से अधिक अस्‍पताल के बिस्‍तर उपलब्‍ध कराए जाएंगेरेलवे कोविड-19 से निपटने में सरकार के प्रयासों में वृद्धि करेगा"
1609359,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609359,1880,30 MAR 2020 5:25PM by PIB Chennai,ta,"கோவிட்-19 தாக்கத்தால் பாதிக்கப்பட்ட சமையல் எரிவாயு விநியோகத்தில் பணியாற்றும், வேலை செய்யும் டெலிவரி பாய்கள் இதர பணியாளர்களுக்கு ரூ 5 லட்சம் கருணைத் தொகை - எண்ணெய் சந்தைப்படுத்துதல் நிறுவனங்கள் அறிவிப்பு;
இந்த நடவடிக்கைக்கு திரு. தர்மேந்திர பிரதான் வரவேற்பு"
1609358,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609358,1683,30 MAR 2020 5:25PM by PIB Delhi,hi,"तेल विपणन कम्‍पनियों ने कोविड-19 के दौरान एलपीजी सिलेंडर पहुंचाने वालों और आपूर्ति श्रृंखला में कार्यरत अन्‍य कर्मियों के लिए 5 लाख रुपये की अनुग्रह राशि की घोषणा की  
श्री धर्मेंद्र प्रधान ने इस कदम का स्‍वागत किया"
1609357,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609357,1519,30 MAR 2020 7:34PM by PIB Mumbai,mr,"कोविड-19 च्या पुरवठा साखळीत स्वयंपाकाच्या गॅसचा घरोघरी पुरवठा करणाऱ्या डिलिव्हरी सेवकांना 5 लाख रुपये सानुग्रह अनुदान देण्याची तेल विपणन कंपन्यांची घोषणा
धर्मेंद्र प्रधान यांनी केले निर्णयाचे स्वागत"
1609356,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609356,1480,30 MAR 2020 7:31PM by PIB Bhubaneshwar,or,ଲକଡାଉନକୁ ଦୃଷ୍ଟିରେ ରଖି କେନ୍ଦ୍ର ବାଣିଜ୍ୟ ମନ୍ତ୍ରଣାଳୟ ପକ୍ଷରୁ ବିଭିନ୍ନ ସଂସ୍ଥାକୁ ରିହାତି
1609355,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609355,2217,30 MAR 2020 7:33PM by PIB Delhi,en,Food Processing ministry forms Task Force in the wake of Covid-19 to resolve problems of industry: Harsimrat Kaur Badal
1609354,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609354,3676,30 MAR 2020 7:30PM by PIB Delhi,en,Exchange Rate Notification No.35/2020 - Customs (N.T.)
1609353,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609353,1574,30 MAR 2020 7:28PM by PIB Kolkata,NA,কোভিড-১৯ এর লকডাউনের কারণে কৃষকদের ঋণ পরিশোধের বাড়তি সুবিধে দিল সরকার
1609352,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609352,4277,30 MAR 2020 7:28PM by PIB Delhi,en,Prime Minister's video conference with the Heads of Indian Missions
1609351,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609351,3856,30 MAR 2020 7:23PM by PIB Mumbai,mr,"महाराष्ट्रातील कोविड-19 शी लढा देणाऱ्या रुग्णालयांना निर्जंतुक करण्यासाठी पुण्यातील सायटेक पार्कमधील उदयोन्मुख स्टार्टअपने आणले नवे तंत्रज्ञान
‘सायटेक एरॉन’ नामक ऋण आयन जनित्र, कोणत्याही बंदिस्त वातावरणातील विषाणू, जीवाणू आणि बुरशीजन्य संसर्गावर नियंत्रण ठेवण्याचे काम करणारकोविड-19 चे रुग्ण व संशयित यांच्यामुळे संसर्गित होऊ शकणारे बंदिस्त क्षेत्र निर्जंतुक करण्यासाठी व हवा स्वच्छ करण्यासाठी याचा उपयोग होणारविलगीकरण सुविधांमध्ये काम करणाऱ्या परिचारिका, कर्मचारी व डॉक्टर यांची रोगप्रतिकारक शक्ती वाढवून तसेच विषाणूशी लढण्याची क्षमता वाढवून त्यांच्या आरोग्याची काळजी यामुळे घेतली जाणारसदर यंत्राचे उत्पादन व वाढीसाठी विज्ञान तंत्रज्ञान विभागाने दिले 1 कोटी रुपयेमहाराष्ट्रातील विविध रुग्णालयांमध्ये बसविण्यासाठी लवकरच अशी 1,000 यंत्रे तयार होणार"
1609350,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609350,3707,30 MAR 2020 7:22PM by PIB Delhi,en,"Media Brief Office of Principal Scientific Adviser to Government of India
Update on Science, Technology and Innovation response to COVID-19"
1609349,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609349,1910,30 MAR 2020 4:30PM by PIB Hyderabad,te,"దేశంలోని వివిధ‌ ప్రాంతాల‌కు నిత్యావ‌స‌ర స‌ర‌కులు పూర్తి వేగంతో ర‌వాణా చేస్తున్న భార‌తీయ రైల్వేలు
గ‌త రెండు రోజుల్లో భార‌తీయ రైల్వేలు 71,261 వాగ్య‌న్ల స‌ర‌కు లోడింగ్ చేసింది.వీటిలో 48,614 అత్య‌వ‌స‌ర స‌ర‌కుల‌వి కాగా, మ‌రో 22647 వ్యాగ‌న్లు ఇత‌ర ముఖ్య‌మైన స‌ర‌కుల‌కు సంబంధించిన‌వి."
1609348,https://www.pib.gov.in/PressReleasePage.aspx?PRID=1609348,1784,30 MAR 2020 5:25PM by PIB Hyderabad,te,"కోవిడ్ -19 ప్రభావం వల్ల ఏదైనా విపత్తు సంభవిస్తే వంటగ్యాస్ సరఫరా పనిచేసే డెలివరీ బాయ్స్ మరియు ఇతరులను ఆదుకోవడానికి చమురు మార్కెటింగ్ కంపెనీలు రూ. 5 లక్షల ఎక్స్ గ్రేషియాను ప్రకటించాయి.
ఈ చర్యను పెట్రోలియం, సహజ వాయువు శాఖ మంత్రి శ్రీ ధర్మేంద్ర ప్రధాన్ స్వాగతించారు"
